Country,Energy_type,Year,Energy_consumption,Energy_production,GDP,Population,Energy_intensity_per_capita,Energy_intensity_by_GDP,CO2_emission,GDP per capita,Region
Saint Pierre and Miquelon,all_energy_types,2019,0.001273758,0,,,0,0,0.0988793,#DIV/0!,Central America and Caribbean
Saint Vincent/Grenadines,all_energy_types,2019,0.003076849,0.0002226,1.34094,110.573,27.82640247,2.294546214,0.2392802,12127.19199,Central America and Caribbean
Samoa,all_energy_types,2019,0.005352511,0.000357318,1.09107,197.43,27.11092904,4.905744563,0.324490111,5526.363775,Oceania
Sao Tome and Principe,all_energy_types,2019,0.002503308,8.90E-05,1.06389,215.136,11.63593169,2.352976154,0.158288716,4945.197456,Central America and Caribbean
Saudi Arabia,all_energy_types,2019,10.16101475,27.86116043,1771.04,34218,296.9494052,5.737315219,567.988599,51757.5545,Asia
Senegal,all_energy_types,2019,0.150329367,0.00851166,54.8701,16302.4,9.221302806,2.739731964,9.558694385,3365.76823,Africa
Serbia,all_energy_types,2019,0.68198502,0.455438135,121.686,6945.23,98.19473512,5.604465758,47.04107219,17520.80205,Europe
Seychelles,all_energy_types,2019,0.015930871,4.45E-05,2.532797,97.69933,163.0601888,6.289833413,1.1521043,25924.40501,Africa
Sierra Leone,all_energy_types,2019,0.014085333,0.001691244,13.8469,7814.13,1.802546549,1.017219238,0.985050284,1772.033483,Africa
Singapore,all_energy_types,2019,3.645277701,0.053357491,545.403,5696.185,639.9507215,6.683640722,244.0564949,95748.82136,Asia
Slovakia,all_energy_types,2019,0.707334185,0.247761576,181.3875,5455.077,129.6652981,3.899575137,34.50052687,33251.13468,Europe
Slovenia,all_energy_types,2019,0.282598408,0.137330465,76.4882,2095.86,134.8364909,3.694666729,14.24865641,36494.89947,Europe
Solomon Islands,all_energy_types,2019,0.004658359,5.03E-05,1.54738,669.929,6.953511199,3.010481462,0.338062091,2309.767154,Oceania
Somalia,all_energy_types,2019,0.012409643,0.000153149,10.8476,15474,0.801967339,1.143998912,0.882390681,701.0210676,Africa
South Africa,all_energy_types,2019,5.64554104,5.913388643,785.223,58650.23,96.25778177,7.189729593,455.4485989,13388.23394,Africa
South Korea,all_energy_types,2019,12.4139984,1.654469611,2160.64,51224.18,242.3464544,5.745519107,702.9610823,42180.0798,Asia
S. Sudan,all_energy_types,2019,0.026593658,0.291578918,17.3349,11062.1,2.404033429,1.534110852,1.675889,1567.053272,Africa
Spain,all_energy_types,2019,5.789465679,1.550596922,1796.293,47184.25,122.6991142,3.223007426,293.7794737,38069.75845,Europe
Sri Lanka,all_energy_types,2019,0.368213745,0.045312456,276.987,21318.2,17.27227181,1.329353886,22.80941718,12992.98252,Asia
Sudan,all_energy_types,2019,0.344712598,0.199870593,187.629,42837.3,8.047019714,1.837203191,18.36376,4380.037958,Africa
Suriname,all_energy_types,2019,0.04787892,0.04821082,9.20889,581.256,82.37148496,5.199206404,2.314032735,15843.08807,Africa
Sweden,all_energy_types,2019,2.170195413,1.554256931,524.62,10291.05,210.8818258,4.136699732,47.07986348,50978.27724,Europe
Switzerland,all_energy_types,2019,1.209211449,0.646539512,590.958,8606.035,140.5073823,2.046188476,38.8391437,68667.85924,Europe
Syria,all_energy_types,2019,0.426631728,0.223539367,53.6025,17365.7,24.56749388,7.959175942,30.95756278,3086.688127,Asia
Taiwan,all_energy_types,2019,3.791314942,0.454167348,1232.274,23597.12,160.6685452,3.076681762,283.1936622,52221.37278,Asia
Tajikistan,all_energy_types,2019,0.257670958,0.216164405,35.11,9318.52,27.65148952,7.338962065,6.870917512,3767.765697,Asia
Tanzania,all_energy_types,2019,0.193498674,0.091312131,153.3535,58042.93,3.333716513,1.261781923,11.48137707,2642.070275,Africa
Thailand,all_energy_types,2019,5.342952068,2.73721401,1248.417,69647.88,76.71377892,4.27978157,303.6671699,17924.69491,Asia
The Bahamas,all_energy_types,2019,0.054714662,3.11E-05,13.643,389.415,140.504763,4.010456811,3.982675282,35034.60319,Central America and Caribbean
Timor-Leste,all_energy_types,2019,0.007422326,0.234930023,4.05685,1293.38,5.738704712,1.829578589,0.53420808,3136.626513,Africa
Togo,all_energy_types,2019,0.033242292,0.000828072,16.8355,8085.32,4.111438075,1.974535505,2.255794107,2082.230512,Africa
Tonga,all_energy_types,2019,0.002386858,0,0.574064,104.465,22.84839516,4.157824912,0.150016259,5495.27593,Oceania
Trinidad and Tobago,all_energy_types,2019,0.730910704,1.481838249,33.9752,1394.35,,,40.48535213,24366.33557,Central America and Caribbean
Tunisia,all_energy_types,2019,0.416402423,0.12244566,122.68,11690.2,35.61978603,3.394216031,25.32640523,10494.26015,Africa
Turkey,all_energy_types,2019,6.60900004,2.102167738,2338.015,83524.67,79.12632328,2.826756903,397.8005443,27991.90946,Europe
Turkmenistan,all_energy_types,2019,1.963901356,3.628147817,110.936,5940.01,330.6225673,17.70301215,97.30632212,18676.06283,ASia
Turks and Caicos Islands,all_energy_types,2019,0.003359033,0,,,0,0,0.23745,#DIV/0!,Central America and Caribbean
Tuvalu,all_energy_types,2019,0,0,,,0,0,0,#DIV/0!,Oceania
U.S. Pacific Islands,all_energy_types,2019,0.004243374,0,,,0,0,0.301545627,#DIV/0!,Oceania
U.S. Territories,all_energy_types,2019,0,0,,,0,0,0,#DIV/0!,North America
U.S. Virgin Islands,all_energy_types,2019,0.033903204,6.45E-05,1.883,95.668,,,2.438125286,19682.65251,Central America and Caribbean
Uganda,all_energy_types,2019,0.130269449,0.048945288,103.1059,44216.2,2.946192769,1.263452903,5.866205464,2331.858007,Africa
Ukraine,all_energy_types,2019,3.480644427,2.334487927,487.698,42153.2,82.57129772,7.136884766,202.5133411,11569.65545,Europe
United Arab Emirates,all_energy_types,2019,4.60696741,10.76058028,663.292,9764.9,471.7884884,6.945609792,274.0422775,67926.14364,Asia
United Kingdom,all_energy_types,2019,8.095451414,5.463956999,2992.817,66827.7,121.1391596,2.704960382,411.1678477,44784.07906,Europe
United States of America,all_energy_types,2019,100.4340679,101.4009181,19925.43,330043.8,304.3052708,5.04049689,5277.192754,60372.07789,North America
Uruguay,all_energy_types,2019,0.231598375,0.13986732,78.0812,3461.37,66.90945355,2.96612213,7.311541742,22557.88893,South America
Uzbekistan,all_energy_types,2019,1.90243158,2.191339584,257.435,32966.1,57.70872442,7.389949231,99.3893489,7809.082664,Asia
Vanuatu,all_energy_types,2019,0.003262027,8.99E-05,0.761102,299.933,10.87585222,4.285926175,0.234325792,2537.573391,Oceania
Venezuela,all_energy_types,2019,2.447474728,3.551699867,190.1472,28515.85,85.82857353,12.87147393,131.485055,6668.123167,South America
Vietnam,all_energy_types,2019,3.509085547,2.556372106,915.504,96425.9,36.39152497,3.832954905,241.8064221,9494.378585,Asia
Wake Island,all_energy_types,2019,0.019436046,0,,,0,0,1.273786855,#DIV/0!,North America
Western Sahara,all_energy_types,2019,0.003712096,0,,,0,0,0.26303824,#DIV/0!,Africa
Yemen,all_energy_types,2019,0.159019669,0.133273097,53.0838,29162.2,5.45293802,2.995634621,8.292505229,1820.294765,Asia
Zambia,all_energy_types,2019,0.207096557,0.148003794,247.1819,17873.85,11.58656679,0.837830589,7.09628982,13829.24776,Africa
Zimbabwe,all_energy_types,2019,0.168650809,0.143462207,37.6204,14654.2,11.50870117,4.482961605,8.964759021,2567.209401,Africa
